"#","Name   ","Description","Type   ","Kind","Power","Accuracy","PP   ","Pri","Effect Chance","Target"
0,1,2,3,4,5,6,7,8,9,10
31,"Fury Attack","Attacks 2-5 times in one turn; if one of these attacks breaks a target's Substitute, the target will take damage for the rest of the hits. This move has a 3/8 chance to hit twice, a 3/8 chance to hit three times, a 1/8 chance to hit four times and a 1/8 chance to hit five times. If the user of this move has Skill Link, this move will always strike five times.","Normal","Physical",15,0.85,20,0,0.00%,0
210,"Fury Cutter","The base power of this move doubles with each consecutive hit; however, power is capped at a maximum 160 BP and remains there for any subsequent uses. If this move misses, base power will be reset to 10 BP on the next turn. The user can also select other attacks without resetting this move's power; it will continue to double after each use until it either misses or reaches the 160 BP cap.","Bug","Physical",20,0.95,20,0,0.00%,0
154,"Fury Swipes","Attacks 2-5 times in one turn; if one of these attacks breaks a target's Substitute, the target will take damage for the rest of the hits. This move has a 3/8 chance to hit twice, a 3/8 chance to hit three times, a 1/8 chance to hit four times and a 1/8 chance to hit five times. If the user of this move has Skill Link, this move will always strike five times.","Normal","Physical",18,0.8,15,0,0.00%,0
559,"Fusion Bolt","If the target knows Cross Flame, it will automatically use that move on the Cross Thunder user, which will increase the base power of Cross Thunder. However, the user will then be incapable of using any other move besides Cross Thunder, unless the user is switched out, the target is unable to use Cross Flame, or one of the two battlers faint.","Electric","Physical",100,1,5,0,0.00%,0
558,"Fusion Flare","If the target knows Cross Thunder, it will automatically use that move on the Cross Flame user, which will increase the base power of Cross Flame. However, the user will then be incapable of using any other move besides Cross Flame, unless the user is switched out, the target is unable to use Cross Thunder, or one of the two battlers faint.","Fire","Special",100,1,5,0,0.00%,0
248,"Future Sight","This move, even if the user and/or the target switch out, will strike the active target at the end of the second turn after its use. Only one instance of Future Sight or Doom Desire may be active at a time.","Psychic","Special",100,1,10,0,0.00%,0
380,"Gastro Acid","Negates the target's ability as long as it remains in battle.","Poison","Status",0,1,10,0,0.00%,0
544,"Gear Grind","Hits twice in one turn.","Steel","Physical",50,0.85,15,0,0.00%,0
202,"Giga Drain","Restores the user's HP by 1/2 of the damage inflicted on the target.","Grass","Special",75,1,10,0,0.00%,0
416,"Giga Impact","The user recharges during its next turn; as a result, until the end of the next turn, the user becomes uncontrollable.","Normal","Physical",150,0.9,5,0,0.00%,0
549,"Glaciate","Frozen World inflicts damage and lowers the target's Speed stat by one stage. Frozen World hits all opponents in double battles and all adjacent opponents in triple battles.","Ice","Special",65,0.95,10,0,100.00%,0
137,"Glare","Paralyzes the target.","Normal","Status",0,0.9,30,0,0.00%,0
447,"Grass Knot","Base power increases as the target's weight increases.","Grass","Special","Var",1,20,0,0.00%,0
520,"Grass Pledge","If it is followed on the same turn by Water Oath, it will decrease the speed of all foes by half for four turns. If it follows Fire Oath on the same turn, it will cause all foes to take damage at the end of every turn for four turns.","Grass","Special",50,1,10,0,0.00%,0
320,"GrassWhistle","Puts the target to sleep.","Grass","Status",0,0.55,15,0,0.00%,0
356,"Gravity","The immunities provided by Magnet Rise, Levitate and the Flying-type are negated for all active Pokemon for five turns; these Pokemon will be affected by Ground-type moves, Arena Trap, Spikes and Toxic Spikes. Pokemon in the middle of using Bounce or Fly when Gravity is activated will immediately return to the ground, and Bounce, Fly, Hi Jump Kick, Jump Kick and Splash cannot be used until Gravity wears off.","Psychic","Status",0,"— ",5,0,0.00%,0
45,"Growl","Lowers the target's Attack by 1 stage.","Normal","Status",0,1,40,0,0.00%,3
74,"Growth","Raises the user's Attack and Special Attack by 1 stage. If the weather is Sun, Growth raises Attack and SpAttk two stages each. ","Normal","Status",0,"— ",40,0,0.00%,0
288,"Grudge","The target's next move is set to 0 PP if it directly KOs the user.","Ghost","Status",0,1,5,0,0.00%,0
470,"Guard Split","Averages Defense and Special Defense with the target.","Psychic","Status","–","– ",10,0,0.00%,0
385,"Guard Swap","The user swaps Defense and Special Defense modifiers with its target.","Psychic","Status",0,"— ",10,0,0.00%,0
12,"Guillotine","The target faints; doesn't work on higher-leveled Pokemon.","Normal","Physical","OHKO",0.3,5,0,0.00%,0
441,"Gunk Shot","Has a 30% chance to poison the target.","Poison","Physical",120,0.7,5,0,30.00%,0
16,"Gust","Power doubles if the target is in mid-air via Fly or Bounce.","Flying","Special",40,1,35,0,0.00%,0
360,"Gyro Ball","Power is determined from the speeds of the user and the target; stat modifiers are taken into account. Max power, 150 BP, is achieved when the user is much slower than the target.","Steel","Physical","Var",1,5,0,0.00%,0
258,"Hail","Cancels all other weather moves. For 5 turns: Blizzard never misses and has a 30% chance to hit through Protect and Detect, each active Pokemon, even when protected by a Substitute, loses 1/16 of its max HP unless it is an Ice-type, the power of Solarbeam is halved, and the healing power of Morning Sun, Synthesis and Moonlight is halved. The effects of Hail will last for eight turns if its user is holding Icy Rock.","Ice","Status",0,"— ",10,0,0.00%,5
359,"Hammer Arm","Lowers the user's Speed by 1 stage.","Fighting","Physical",100,0.9,10,0,0.00%,0
106,"Harden","Raises the user's Defense by 1 stage.","Normal","Status",0,"— ",30,0,0.00%,0
114,"Haze","Eliminates any stat modifiers from all active Pokemon. The stat boosts from Choice Band, Choice Lens and Choice Scarf are not affected.","Ice","Status",0,"— ",30,0,0.00%,5
543,"Head Charge","User receives 1/4 the damage it inflicts in recoil.","Normal","Physical",120,1,15,0,0.00%,0
457,"Head Smash","The user receives 1/2 recoil damage.","Rock","Physical",150,0.8,5,0,0.00%,0
29,"Headbutt","Has a 30% chance to make the target flinch.","Normal","Physical",70,1,15,0,30.00%,0
215,"Heal Bell","Every Pokemon in the user's party is cured of status conditions. Allied Pokemon who have Soundproof are not affected.","Normal","Status",0,"— ",5,0,0.00%,1
377,"Heal Block","For five turns, or until switching out, the target(s) will not be healed by Absorb, Aqua Ring, Drain Punch, Dream Eater, Giga Drain, Heal Order, Ingrain, Leech Life, Leech Seed, Mega Drain, Milk Drink, Moonlight, Morning Sun, Recover, Rest, Roost, Slack Off, Softboiled, Swallow, Synthesis or Wish, but any additional effects from these moves, such as damaging another target, will still occur. Healing caused from held items or Pain Split will not be prevented.","Psychic","Status",0,1,15,0,0.00%,3
456,"Heal Order","Restores 1/2 of the user's max HP.","Bug","Status",0,"— ",10,0,0.00%,0
505,"Heal Pulse","Restores half the target's max HP.","Psychic","Status","–","– ",10,0,0.00%,0
361,"Healing Wish","The user sacrifices itself so that its replacement will be cured of status conditions and have its HP fully restored upon entering the field. This move fails if the user is the only non-fainted Pokemon on its team.","Psychic","Status",0,"— ",10,0,0.00%,0
531,"Heart Stamp","Has a 30% chance to make the target flinch.","Psychic","Physical",60,1,25,0,30.00%,0
391,"Heart Swap","The user swaps stat modifiers with the target.","Psychic","Status",0,"— ",10,0,0.00%,0
535,"Heat Crash","Deals varying damage depending on the weight of both the user and the target. The heavier the user is in comparison to its target, the more damage will be inflicted. The base power varies as follows: 120 base power, if the target's weight is less than or equal to 1/5 (20%) of the user's weight. 100 base power, if the target's weight is greater than 1/5 (20%) of the user's weight and less than or equal to 1/4 (25%) of user's weight. 80 base power, if the target's weight is greater than 1/4 (25%) of the user's weight and less than or equal to 1/2 (50%) of user's weight. 60 base power, if the target's weight is greater than 1/3 (33.3%) of the user's weight and less than or equal to 1/2 of user's weight (50%). 40 base power, if the target's weight is greater than 1/2 (50%) of the user's weight.","Fire","Physical","Var",1,10,0,0.00%,0
257,"Heat Wave","Has a 10% chance to burn the target.","Fire","Special",100,0.9,10,0,10.00%,3
484,"Heavy Slam","Heavy Bomber deals varying damage depending on the weight of both the user and the target. The heavier the user is in comparison to its target, the more damage will be inflicted. The base power varies as follows: 120 base power, if the target's weight is less than or equal to 1/5 (20%) of the user's weight. 100 base power, if the target's weight is greater than 1/5 (20%) of the user's weight and less than or equal to 1/4 (25%) of user's weight. 80 base power, if the target's weight is greater than 1/4 (25%) of the user's weight and less than or equal to 1/2 (50%) of user's weight. 60 base power, if the target's weight is greater than 1/3 (33.3%) of the user's weight and less than or equal to 1/2 of user's weight (50%). 40 base power, if the target's weight is greater than 1/2 (50%) of the user's weight.","Steel","Physical","–",1,10,0,0.00%,0
270,"Helping Hand","Always goes first. In double battles, the power of the user's partner's attacks is increased by 1.5x for that turn; does nothing in single battles.","Normal","Status",0,1,20,5,0.00%,0
506,"Hex","Inflicts more damage if the target has a major status ailment.","Ghost","Special",50,1,10,0,0.00%,0
136,"Hi Jump Kick","If this attack misses the target, the user half of its max health in recoil damage.","Fighting","Physical",130,0.9,10,0,0.00%,0
237,"Hidden Power","Varies in power and type depending on the user's IVs; maximum 70 BP.","Normal","Special","Var",1,15,0,0.00%,0
237,"Hidden Power Bug",,"Bug","Special",70,1,15,0,0.00%,0
237,"Hidden Power Dark",,"Dark","Special",70,1,15,0,0.00%,0
237,"Hidden Power Dragon",,"Dragon","Special",70,1,15,0,0.00%,0
237,"Hidden Power Electric",,"Electric","Special",70,1,15,0,0.00%,0
237,"Hidden Power Fighting",,"Fighting","Special",70,1,15,0,0.00%,0
237,"Hidden Power Fire",,"Fire","Special",70,1,15,0,0.00%,0
237,"Hidden Power Flying",,"Flying","Special",70,1,15,0,0.00%,0
237,"Hidden Power Ghost",,"Ghost","Special",70,1,15,0,0.00%,0
237,"Hidden Power Grass",,"Grass","Special",70,1,15,0,0.00%,0
237,"Hidden Power Ground",,"Ground","Special",70,1,15,0,0.00%,0
237,"Hidden Power Ice",,"Ice","Special",70,1,15,0,0.00%,0
237,"Hidden Power Poison",,"Poison","Special",70,1,15,0,0.00%,0
237,"Hidden Power Psychic",,"Psychic","Special",70,1,15,0,0.00%,0
237,"Hidden Power Rock",,"Rock","Special",70,1,15,0,0.00%,0
237,"Hidden Power Steel",,"Steel","Special",70,1,15,0,0.00%,0
237,"Hidden Power Water",,"Water","Special",70,1,15,0,0.00%,0
468,"Hone Claws","Raises the user's Attack and Accuracy by one stage.","Dark","Status","–","– ",15,0,0.00%,0
30,"Horn Attack","Deals damage with no additional effect.","Normal","Physical",65,1,25,0,0.00%,0
32,"Horn Drill","The target faints; doesn't work on higher-leveled Pokemon.","Normal","Physical","OHKO",0.3,5,0,0.00%,0
532,"Horn Leech","Heals the user by half the damage inflicted.","Grass","Physical",75,1,10,0,0.00%,0
336,"Howl","Raises the user's Attack by 1 stage.","Normal","Status",0,"— ",40,0,0.00%,0
542,"Hurricane","Has a 30% chance to confuse the target. Has 100% accuracy during rain.","Flying","Special",120,0.7,10,0,30.00%,0
308,"Hydro Cannon","The user recharges during its next turn; as a result, until the end of the next turn, the user becomes uncontrollable.","Water","Special",150,0.9,5,0,0.00%,0
56,"Hydro Pump","Deals damage with no additional effect.","Water","Special",120,0.8,5,0,0.00%,0
63,"Hyper Beam","The user recharges during its next turn; as a result, until the end of the next turn, the user becomes uncontrollable.","Normal","Special",150,0.9,5,0,0.00%,0
158,"Hyper Fang","Has a 10% chance to make the target flinch.","Normal","Physical",80,0.9,15,0,10.00%,0
304,"Hyper Voice","Deals damage with no additional effect.","Normal","Special",90,1,10,0,0.00%,3
95,"Hypnosis","Puts the target to sleep.","Psychic","Status",0,0.6,20,0,0.00%,0
301,"Ice Ball","The user attacks uncontrollably for five turns; this move's power doubles after each turn and also if Defense Curl was used beforehand. Its power resets after five turns have ended or if the attack misses.","Ice","Physical",30,0.9,20,0,0.00%,0
58,"Ice Beam","Has a 10% chance to freeze the target.","Ice","Special",95,1,10,0,10.00%,0
554,"Ice Burn","Charges for a turn before attacking. Has a 30% chance to burn the target.","Ice","Special",140,0.9,5,0,30.00%,0
423,"Ice Fang","Has a 10% chance to freeze the target. Has 10% chance to make the target flinch. Both effects can occur from a single use.","Ice","Physical",65,0.95,15,0,10.00%,0
8,"Ice Punch","Has a 10% chance to freeze the target.","Ice","Physical",75,1,15,0,10.00%,0
420,"Ice Shard","Usually goes first.","Ice","Physical",40,1,30,1,0.00%,0
556,"Icicle Crash","Has a 30% chance to make the target flinch.","Ice","Physical",85,0.9,10,0,30.00%,0
333,"Icicle Spear","Attacks 2-5 times in one turn; if one of these attacks breaks a target's Substitute, the target will take damage for the rest of the hits. This move has a 3/8 chance to hit twice, a 3/8 chance to hit three times, a 1/8 chance to hit four times and a 1/8 chance to hit five times. If the user of this move has Skill Link, this move will always strike five times.","Ice","Physical",25,1,30,0,0.00%,0
196,"Icy Wind","Lowers the target's Speed by 1 stage.","Ice","Special",55,0.95,15,0,100.00%,3
286,"Imprison","Until the user faints or switches out, the opponent cannot select any moves that it has in common with the user. In double battles, this move affects both opponents.","Psychic","Status",0,1,10,0,0.00%,0
510,"Incinerate","Devastate inflicts damage and renders the target's Berry unusable. Berries that would activate in response to Devastate, such as the Occa Berry, will be destroyed before their effect takes place. It also hits all opponents in double and all adjacent opponents in triple battles.","Fire","Special",30,1,15,0,0.00%,0
517,"Inferno","Has a 100% chance to burn the target.","Fire","Special",100,0.5,5,0,100.00%,0
275,"Ingrain","The user recovers 1/16 of its max HP after each turn, but it cannot be switched out or forced to switch out. If a Flying-type Pokemon or a Pokemon with Levitate comes under the effect of Ingrain, it will no longer have immunity from Ground-type attacks.","Grass","Status",0,1,20,0,0.00%,0
334,"Iron Defense","Raises the user's Defense by 2 stages.","Steel","Status",0,"— ",15,0,0.00%,0
442,"Iron Head","Has a 30% chance to make the target flinch.","Steel","Physical",80,1,15,0,30.00%,0
231,"Iron Tail","Has a 30% chance to lower the target's Defense by 1 stage.","Steel","Physical",100,0.75,15,0,30.00%,0
449,"Judgment","This move's type changes according to the user's held plate.","Normal","Special",100,1,10,0,0.00%,0
26,"Jump Kick","If this attack misses the target, the user half of its max health in recoil damage.","Fighting","Physical",100,0.95,10,0,0.00%,0
2,"Karate Chop","Has a high critical hit ratio.","Fighting","Physical",50,1,25,0,0.00%,0
134,"Kinesis","Lowers the target's Accuracy by 1 stage.","Psychic","Status",0,0.8,15,0,0.00%,0
282,"Knock Off","Disables the target's held item unless it has Sticky Hold or Multitype. Items lost to this move cannot be recovered by using Recycle.","Dark","Physical",20,1,20,0,0.00%,0
387,"Last Resort","Fails until each other move in the user's moveset has been performed at least once; the user must also know at least one other move.","Normal","Physical",140,1,5,0,0.00%,0
436,"Lava Plume","Has a 30% chance to burn the target.","Fire","Special",80,1,15,0,30.00%,4
348,"Leaf Blade","Has a high critical hit ratio.","Grass","Physical",90,1,15,0,0.00%,0
437,"Leaf Storm","Lowers the user's Special Attack by 2 stages after use.","Grass","Special",140,0.9,5,0,0.00%,0
536,"Leaf Tornado","Has a 50% chance to lower the target's Accuracy by one level.","Grass","Special",65,0.9,10,0,50.00%,0
141,"Leech Life","Restores the user's HP by 1/2 of the damage inflicted on the target.","Bug","Physical",20,1,15,0,0.00%,0
73,"Leech Seed","The user steals 1/8 of the target's max HP until the target is switched out, is KO'ed, or uses Rapid Spin; does not work against Grass-type Pokemon or Pokemon behind Substitutes.","Grass","Status",0,0.9,10,0,0.00%,0
43,"Leer","Lowers the target's Defense by 1 stage.","Normal","Status",0,1,30,0,0.00%,3
122,"Lick","Has a 30% chance to paralyze the target.","Ghost","Physical",20,1,30,0,30.00%,0
113,"Light Screen","All Pokemon in the user's party receive 1/2 damage from Special attacks for 5 turns. Light Screen will be removed from the user's field if an opponent's Pokemon uses Brick Break. It will also last for eight turns if its user is holding Light Clay. In double battles, both Pokemon are shielded, but damage protection is reduced from 1/2 to 1/3.","Psychic","Status",0,"— ",30,0,0.00%,1
199,"Lock-On","This move ensures that the user's next attack will hit against its current target. This effect can be Baton Passed to another Pokemon. Lock-On fails against Pokemon in the middle of using Protect, Detect, Dig Fly, Bounce or Dive, as well as Pokemon behind a Substitute. If the target uses Protect or Detect during its next turn, the user's next move has a [100 Varmove's normal accuracy]% chance to hit through Protect or Detect. OHKO moves do not benefit from this trait.","Normal","Status",0,1,5,0,0.00%,0
142,"Lovely Kiss","Puts the target to sleep.","Normal","Status",0,0.75,10,0,0.00%,0
67,"Low Kick","Base power increases as the target's weight increases.","Fighting","Physical","Var",1,20,0,0.00%,0
490,"Low Sweep","Lowers the target's Speed by one level.","Fighting","Physical",60,1,20,0,100.00%,0
381,"Lucky Chant","Critical hits are prevented against every Pokemon on the user's team, even if the user is switched out, for five turns.","Normal","Status",0,"— ",30,0,0.00%,1
461,"Lunar Dance","The user sacrifices itself so that its replacement will be cured of status conditions and have its HP and PP fully restored upon entering the field. This move fails if the user is the only non-fainted Pokemon on its team.","Psychic","Status",0,"— ",10,0,0.00%,0
295,"Luster Purge","Has a 50% chance to lower the target's Special Defense by 1 stage.","Psychic","Special",70,1,5,0,50.00%,0
183,"Mach Punch","Usually goes first.","Fighting","Physical",40,1,30,1,0.00%,0
277,"Magic Coat","Almost always goes first. Until the end of the turn, the user will reflect one disabling move back at its user (including teammates); these include status effect inducers, confusion inducers (including Flatter and Swagger), Attract, trapping moves that do not damage, Leech Seed, Worry Seed, Gastro Acid and negative stat modifiers (except Defog). In double battles, Magic Coat will only reflect the first applicable move performed against its user before wearing off.","Psychic","Status",0,1,15,4,0.00%,0
478,"Magic Room","Magic Room suppresses the effect of all items held by the Pokémon on the field. This effect lasts for five turns.","Psychic","Status","–","– ",10,0,0.00%,0
345,"Magical Leaf","Ignores Evasion and Accuracy modifiers and never misses except against Protect, Detect or a target in the middle of Dig, Fly, Dive or Bounce.","Grass","Special",60,1.01,20,0,0.00%,0
463,"Magma Storm","Traps the target for 5-6 turns, causing damage equal to 1/16 of its max HP each turn; this trapped effect can be broken by Rapid Spin. The target can still switch out if it is holding Shed Shell or uses Baton Pass or U-Turn.","Fire","Special",120,0.75,5,0,0.00%,0
443,"Magnet Bomb","Ignores Evasion and Accuracy modifiers and never misses except against Protect, Detect or a target in the middle of Dig, Fly, Dive or Bounce.","Steel","Physical",60,1.01,20,0,0.00%,0
393,"Magnet Rise","The user receives immunity against Ground-type attacks for five turns.","Electric","Status",0,"— ",10,0,0.00%,0
222,"Magnitude","Deals variable damage, between 10 base power and 130 base power, as well as double damage against Digging Pokemon.","Ground","Physical","Var",1,30,0,0.00%,4
382,"Me First","This move fails if it goes last; if the target selects a damaging move for its turn, the user copies the move and performs it with 1.5x power. In a double battle, a move copied by Me First that targets a single Pokemon will hit a random opponent; Me First cannot target the user's teammate.","Normal","Status",0,"— ",20,0,0.00%,0
212,"Mean Look","As long as the user remains in battle, the target cannot switch out unless it is holding Shed Shell or uses Baton Pass or U-Turn. The target will still be trapped if the user switches out by using Baton Pass.","Normal","Status",0,1,5,0,0.00%,0
96,"Meditate","Raises the user's Attack by 1 stage.","Psychic","Status",0,"— ",40,0,0.00%,0
72,"Mega Drain","Restores the user's HP by 1/2 of the damage inflicted on the target.","Grass","Special",40,1,15,0,0.00%,0
25,"Mega Kick","Deals damage with no additional effect.","Normal","Physical",120,0.75,5,0,0.00%,0
5,"Mega Punch","Deals damage with no additional effect.","Normal","Physical",80,0.85,20,0,0.00%,0
224,"Megahorn","Deals damage with no additional effect.","Bug","Physical",120,0.85,10,0,0.00%,0
262,"Memento","The user sacrifices itself to lower the target's Attack and Special Attack by 2 stages each.","Dark","Status",0,1,10,0,0.00%,0
368,"Metal Burst","Fails unless the user goes last; if an opponent strikes with a Physical or a Special attack before the user's turn, the user retaliates for 1.5x the damage it had endured.","Steel","Physical","Var",1,10,0,0.00%,0
232,"Metal Claw","Has a 10% chance to raise the user's Attack by 1 stage.","Steel","Physical",50,0.95,35,0,10.00%,0
319,"Metal Sound","Lowers the target's Special Defense by 2 stages.","Steel","Status",0,0.85,40,0,0.00%,0
309,"Meteor Mash","Has a 20% chance to raise the user's Attack by 1 stage.","Steel","Physical",100,0.85,10,0,20.00%,0
118,"Metronome","The user performs a randomly selected move; almost any move in the game could be picked. Metronome cannot generate itself, Assist, Chatter, Copycat, Counter, Covet, Destiny Bond, Detect, Endure, Feint, Focus Punch, Follow Me, Helping Hand, Me First, Mimic, Mirror Coat, Mirror Move, Protect, Sketch, Sleep Talk, Snatch, Struggle, Switcheroo, Thief, Trick or any move that the user already knows.","Normal","Status",0,"— ",10,0,0.00%,0
208,"Milk Drink","Restores 1/2 of the user's max HP.","Normal","Status",0,"— ",10,0,0.00%,0
102,"Mimic","This move is temporarily replaced by the target's last move; the replacement move will have 5 PP and become part of the user's moveset until the user switches out or the battle ends. Mimic copies attacks even if they miss or the user has immunity toward their type; it cannot copy itself, Struggle, Transform, Sketch, Metronome or moves that the user already knows, and it will fail if the target has yet to use a move.","Normal","Status",0,1,10,0,0.00%,0
170,"Mind Reader","This move ensures that the user's next attack will hit against its current target. This effect can be Baton Passed to another Pokemon. Mind Reader fails against Pokemon in the middle of using Protect, Detect, Dig Fly, Bounce or Dive, as well as Pokemon behind a Substitute. If the target uses Protect or Detect during its next turn, the user's next move has a [100 Varmove's normal accuracy]% chance to hit through Protect or Detect. OHKO moves do not benefit from this trait.","Normal","Status",0,1,5,0,0.00%,0
107,"Minimize","Raises the user's Evasion by 2 stage; however, Stomp retains its normal accuracy and gains doubled power against Minimized Pokemon.","Normal","Status",0,"— ",20,0,0.00%,0
357,"Miracle Eye","Until the target faints or switches, the user's Accuracy modifiers and the target's Evasion modifiers are ignored. Dark-type targets also lose their immunity against Psychic-type moves.","Psychic","Status",0,"— ",40,0,0.00%,0
243,"Mirror Coat","Almost always goes last; if an opponent strikes with a Special attack before the user's turn, the user retaliates for twice the damage it had endured. In double battles, this attack targets the last opponent to hit the user with a Special attack and cannot hit the user's teammate.","Psychic","Special","Var",1,20,-5,0.00%,2
119,"Mirror Move","The user performs the last move executed by its target; if applicable, an attack's damage is calculated with the user's stats, level and type(s). This moves fails if the target has not yet used a move. Mirror Move cannot copy Encore, Struggle, global moves affecting all Pokemon on the field (such as Gravity, Hail, Rain Dance, Sandstorm and Sunny Day) moves that can bypass Protect (Acupressure, Doom Desire, Future Sight, Imprison, Perish Song, Psych Up, Role Play and Transform) and moves that do not have a specific target (such as Light Screen, Reflect, Safeguard, Spikes, Stealth Rock and Toxic Spikes).","Flying","Status",0,"— ",20,0,0.00%,0
429,"Mirror Shot","Has a 30% chance to lower the target's Accuracy by 1 stage.","Steel","Special",65,0.85,10,0,30.00%,0
54,"Mist","Protects every Pokemon on the user's team from negative stat modifiers caused by other Pokemon (including teammates), but not by itself, for five turns. The team's Accuracy and Evasion stats are also protected. Moves that cause negative stat modifiers as a secondary effect, such as Psychic, still deal their regular damage.","Ice","Status",0,"— ",30,0,0.00%,1
296,"Mist Ball","Has a 50% chance to lower the target's Special Attack by 1 stage.","Psychic","Special",70,1,5,0,50.00%,0
236,"Moonlight","Restores a fraction of the user's max HP depending on the weather: 2/3 during Sunny Day, 1/2 during regular weather and 1/4 during Rain Dance, Hail and Sandstorm.","Normal","Status",0,"— ",5,0,0.00%,0
234,"Morning Sun","Restores a fraction of the user's max HP depending on the weather: 2/3 during Sunny Day, 1/2 during regular weather and 1/4 during Rain Dance, Hail and Sandstorm.","Normal","Status",0,"— ",5,0,0.00%,0
426,"Mud Bomb","Has a 30% chance to lower the target's Accuracy by 1 stage.","Ground","Special",65,0.85,10,0,30.00%,0
341,"Mud Shot","Lowers the target's Speed by 1 stage.","Ground","Special",55,0.95,15,0,100.00%,0
300,"Mud Sport","All Electric-type moves are 50% weaker until the user switches out.","Ground","Status",0,1,15,0,0.00%,5
330,"Muddy Water","Lowers the target's Accuracy by 1 stage.","Water","Special",95,0.85,10,0,30.00%,3
189,"Mud-Slap","Has a 30% chance to lower the target's Accuracy by 1 stage.","Ground","Special",20,1,10,0,100.00%,0
417,"Nasty Plot","Raises the user's Special Attack by 2 stages.","Dark","Status",0,"— ",20,0,0.00%,0
363,"Natural Gift","The user's berry is thrown at the target. This attack's base power and type vary depending on the thrown berry. The berry is gone for the rest of the battle unless Recycle is used; it will return to the original holder after wireless battles but will be permanently lost if it is thrown during in-game battles.","Normal","Physical","Var",1,15,0,0.00%,0
267,"Nature Power","The user generates another move depending on the battle's current terrain. It generates Seed Bomb in any type of grass (as well as in puddles), Hydro Pump while surfing on top of water, Rock Slide on any rocky outdoor terrain and inside of caves, Earthquake on beach sand, desert sand and dirt paths (as well as Wifi), Blizzard in snow, and Tri Attack everywhere else. In Battle Revolution, the move generates Tri Attack at Courtyard, Main Street and Neon, Seed Bomb at Sunny Park and Waterfall, Hydro Pump at Gateway, Rock Slide at Crystal, Magma and Stargazer and Earthquake at Sunset.","Normal","Status","Var",0.95,20,0,0.00%,0
267,"Nature Power (Wifi)","Earthquake.","Ground","Physical",100,0.95,20,0,0.00%,0
302,"Needle Arm","Has a 30% chance to make the target flinch.","Grass","Physical",60,1,15,0,30.00%,0
539,"Night Daze","Has a 40% chance to lower the target's Accuracy by one level.","Dark","Special",85,0.95,10,0,40.00%,0
101,"Night Shade","Does damage equal to user's level.","Ghost","Special","Var",1,15,0,0.00%,0
400,"Night Slash","Has a high critical hit ratio.","Dark","Physical",70,1,15,0,0.00%,0
171,"Nightmare","This move only works on a sleeping target; as long as the target remains asleep and in battle, 1/4 of its max HP is sapped after each turn.","Ghost","Status",0,1,15,0,0.00%,0
190,"Octazooka","Has a 50% chance to lower the target's Accuracy by 1 stage.","Water","Special",65,0.85,10,0,50.00%,0
316,"Odor Sleuth","Until the target faints or switches, the user's Accuracy modifiers and the target's Evasion modifiers are ignored. Ghost-type targets also lose their immunities against Normal-type and Fighting-type moves.","Normal","Status",0,1,40,0,0.00%,0
466,"Ominous Wind","Has a 10% chance to raise all of the user's stats by 1 stage.","Ghost","Special",60,1,5,0,10.00%,0
200,"Outrage","The user attacks uncontrollably for 2-3 turns and then gets confused.","Dragon","Physical",120,1,15,0,0.00%,2
315,"Overheat","Lowers the user's Special Attack by 2 stages after use.","Fire","Special",140,0.9,5,0,0.00%,0
220,"Pain Split","Calculates the average of the user's current HP and the target's HP; the HP of both Pokemon is set to this average. Pokemon can be healed by Pain Split even under the effects of Heal Block.","Normal","Status",0,1,20,0,0.00%,0
6,"Pay Day","The player picks up extra money after in-game battles; the money received is equal to: [user's level * 5 * number of times Pay Day is used]. The player does not lose money if the opponent uses Pay Day but the player wins the battle.","Normal","Physical",40,1,20,0,0.00%,0
371,"Payback","Base power is 50; power doubles if the target goes before the user.","Dark","Physical","Var",1,10,0,0.00%,0
64,"Peck","Deals damage with no additional effect.","Flying","Physical",35,1,35,0,0.00%,0
195,"Perish Song","All active Pokemon will faint in 3 turns unless they are switched out.","Normal","Status",0,"— ",5,0,0.00%,5
80,"Petal Dance","The user attacks uncontrollably for 2-3 turns and then gets confused.","Grass","Special",120,1,10,0,0.00%,2
42,"Pin Missile","Attacks 2-5 times in one turn; if one of these attacks breaks a target's Substitute, the target will take damage for the rest of the hits. This move has a 3/8 chance to hit twice, a 3/8 chance to hit three times, a 1/8 chance to hit four times and a 1/8 chance to hit five times. If the user of this move has Skill Link, this move will always strike five times.","Bug","Physical",14,0.85,20,0,0.00%,0
365,"Pluck","The user eats the target's held berry and, if applicable, receives its benefits. Jaboca Berry will be removed without damaging the user, but Coba Berry will still activate and reduce this move's power. The target can still recover its held berry by using Recycle.","Flying","Physical",60,1,20,0,0.00%,0
305,"Poison Fang","Has a 30% chance to inflict Toxic poison on the target.","Poison","Physical",50,1,15,0,30.00%,0
139,"Poison Gas","Poisons the target.","Poison","Status",0,0.9,40,0,0.00%,0
398,"Poison Jab","Has a 30% chance to poison the target.","Poison","Physical",80,1,20,0,30.00%,0
40,"Poison Sting","Has a 30% chance to poison the target.","Poison","Physical",15,1,35,0,30.00%,0
342,"Poison Tail","Has a high critical hit ratio and a 10% chance to poison the target.","Poison","Physical",50,1,25,0,10.00%,0
77,"PoisonPowder","Poisons the target.","Poison","Status",0,0.75,35,0,0.00%,0
1,"Pound","Deals damage with no additional effect.","Normal","Physical",40,1,35,0,0.00%,0
181,"Powder Snow","Has a 10% chance to freeze the target.","Ice","Special",40,1,25,0,10.00%,3
